ticker,archetype,eng_verdict,eng_mos,target_verdict,target_lo,target_hi,cause,vintage
ABBOTINDIA,PHARMA,REDUCE,-0.4028671025110252,REDUCE,16128.9,33498.5,threshold/judgment difference (<0.30 gap),OLD
HBLENGINE,CAPITAL_GOODS,REDUCE,-0.41238624466309487,REDUCE,399.1,828.9,threshold/judgment difference (<0.30 gap),OLD
BERGEPAINT,CONSUMER_DISC,REDUCE,-0.41650097350843135,LOW CONF,157.0,326.0,threshold/judgment difference (<0.30 gap),OLD
DOMS,CONSUMER,REDUCE,-0.424174905026439,LOW CONF,564.4,1172.2,threshold/judgment difference (<0.30 gap),OLD
GODREJIND,MANUFACTURING,REDUCE,-0.42836527422392456,LOW CONF,264.6,549.6,threshold/judgment difference (<0.30 gap),OLD
JSL,METAL,REDUCE,-0.4295363007129837,AVOID,168.2,308.2,threshold/judgment difference (<0.30 gap),OLD
CAMPUS,CONSUMER_DISC,REDUCE,-0.4299339504743759,LOW CONF,37.5,77.8,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
SIEMENS,CAPITAL_GOODS,,,REDUCE,1950,2550,"independent 2026-08-01 (multi-agent, financials only): two genuinely independent legs (an earnings multiple against a cash-flow or balance-sheet anchor, never P/E x EV/EBITDA off the same year) plus TWO adversarial audit passes that re-pulled the statements. None of the three passes saw the engine's answer. UNION OF CONCERNS - dropped if ANY audit run flagged non-independence; band = envelope of both audit runs intersected with pass 1; both audits must supply a band. Audit-run overlap 93%. pass1 [1950, 2850], audits [[1750, 2550], [1800, 2500]]. band 1950-2550 vs price 3650.8.",FRESH
UNITDSPR,CONSUMER,REDUCE,-0.4397390421116233,LOW CONF,284.9,591.7,threshold/judgment difference (<0.30 gap),OLD
JSWSTEEL,METAL,REDUCE,-0.44378710616297884,AVOID,121.1,193.5,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),OLD
RRKABEL,CAPITAL_GOODS,REDUCE,-0.4468634174858738,LOW CONF,575.3,1194.9,threshold/judgment difference (<0.30 gap),OLD
SJVN,UTILITIES,AVOID,-0.25038845022423667,AVOID,13.9,18.9,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
MARUTI,AUTO,,,REDUCE,10000,11400,"independent 2026-08-01 (multi-agent, financials only): two genuinely independent legs (an earnings multiple against a cash-flow or balance-sheet anchor, never P/E x EV/EBITDA off the same year) plus TWO adversarial audit passes that re-pulled the statements. None of the three passes saw the engine's answer. UNION OF CONCERNS - dropped if ANY audit run flagged non-independence; band = envelope of both audit runs intersected with pass 1; both audits must supply a band. Audit-run overlap 84%. pass1 [10000, 12600], audits [[9800, 11400], [9200, 11400]]. band 10000-11400 vs price 14188.",FRESH
INTERARCH,CONSTRUCTION,AVOID,-0.2541256978874711,AVOID,701.6,1120.7,threshold/judgment difference (<0.30 gap),OLD
GRANULES,PHARMA,AVOID,-0.2542788365537986,AVOID,340.2,460.2,threshold/judgment difference (<0.30 gap),OLD
INNOVACAP,IT_SERVICES,AVOID,-0.26258177238029995,AVOID,307.3,415.8,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
PARKHOSPS,PHARMA,AVOID,-0.2642333467159327,AVOID,97.4,184.6,threshold/judgment difference (<0.30 gap),OLD
VISHNU,CHEMICALS,AVOID,-0.2741997896119559,AVOID,182.2,291.0,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
ORIENTELEC,CONSUMER_DISC,AVOID,-0.2829345401519268,AVOID,51.1,69.1,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),OLD
INTELLECT,IT_SERVICES,AVOID,-0.2854940518594104,AVOID,259.8,351.6,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
VSTTILLERS,CAPITAL_GOODS,AVOID,-0.28700574624505126,AVOID,523.9,770.4,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
WONDERLA,MANUFACTURING,AVOID,-0.2887833531702106,AVOID,107.3,145.2,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
IRCON,CONSTRUCTION,AVOID,-0.2915129100521707,AVOID,36.3,68.3,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
VESUVIUS,MANUFACTURING,AVOID,-0.2933019006779768,LOW CONF,138.9,288.4,threshold/judgment difference (<0.30 gap),OLD
KIRLOSIND,REALTY,AVOID,-0.2962671256640487,AVOID,907.5,1449.6,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
JKCEMENT,CEMENT,AVOID,-0.29731023916299765,AVOID,1164.3,1859.8,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
ABCAPITAL,NBFC,AVOID,-0.2997456971215863,AVOID,120.7,188.4,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),OLD
SUNPHARMA,PHARMA,,,REDUCE,1150,1550,"independent 2026-08-01 (multi-agent, financials only): two genuinely independent legs (an earnings multiple against a cash-flow or balance-sheet anchor, never P/E x EV/EBITDA off the same year) plus TWO adversarial audit passes that re-pulled the statements. None of the three passes saw the engine's answer. UNION OF CONCERNS - dropped if ANY audit run flagged non-independence; band = envelope of both audit runs intersected with pass 1; both audits must supply a band. Audit-run overlap 57%. pass1 [1150, 1550], audits [[1250, 1600], [1100, 1450]]. band 1150-1550 vs price 1989.9.",FRESH
INDIAGLYCO,CHEMICALS,AVOID,-0.3029285317583347,AVOID,333.0,637.0,threshold/judgment difference (<0.30 gap),OLD
VMART,CONSUMER_DISC,AVOID,-0.3048770403262092,LOW CONF,86.4,179.5,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),OLD
MANKIND,PHARMA,,,REDUCE,1600,1940,"independent 2026-08-01 (multi-agent, financials only): two genuinely independent legs (an earnings multiple against a cash-flow or balance-sheet anchor, never P/E x EV/EBITDA off the same year) plus TWO adversarial audit passes that re-pulled the statements. None of the three passes saw the engine's answer. UNION OF CONCERNS - dropped if ANY audit run flagged non-independence; band = envelope of both audit runs intersected with pass 1; both audits must supply a band. Audit-run overlap 87%. pass1 [1600, 2050], audits [[1550, 1940], [1550, 1850]]. band 1600-1940 vs price 2592.7.",FRESH
ARTEMISMED,PHARMA,AVOID,-0.30691835192333045,AVOID,86.3,116.8,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
MOTHERSON,AUTO,AVOID,-0.3144308868972856,AVOID,27.3,56.1,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),OLD
SSWL,METAL,AVOID,-0.3174118863211098,AVOID,65.8,105.1,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),OLD
BLUEDART,MANUFACTURING,AVOID,-0.3192705750790395,LOW CONF,1248.5,2593.1,threshold/judgment difference (<0.30 gap),OLD
SURYAROSNI,METAL,AVOID,-0.31962506049986866,AVOID,73.6,117.6,threshold/judgment difference (<0.30 gap),OLD
MINDSPACE,MANUFACTURING,AVOID,-0.3217505496424585,LOW CONF,,,uncomparable,OLD
INOXWIND,CAPITAL_GOODS,AVOID,-0.3268053068987176,AVOID,16.6,22.4,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
LODHA,CAPITAL_GOODS,,,REDUCE,680,890,"independent 2026-08-01 (multi-agent, financials only): two genuinely independent legs (an earnings multiple against a cash-flow or balance-sheet anchor, never P/E x EV/EBITDA off the same year) plus TWO adversarial audit passes that re-pulled the statements. None of the three passes saw the engine's answer. UNION OF CONCERNS - dropped if ANY audit run flagged non-independence; band = envelope of both audit runs intersected with pass 1; both audits must supply a band. Audit-run overlap 87%. pass1 [680, 960], audits [[610, 860], [645, 890]]. band 680-890 vs price 1287.15.",FRESH
ETHOSLTD,CONSUMER_DISC,AVOID,-0.3279865268562562,AVOID,302.5,409.2,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),OLD
PIIND,CHEMICALS,AVOID,-0.3309889131163607,AVOID,763.5,1219.6,threshold/judgment difference (<0.30 gap),OLD
GODREJCP,CONSUMER,AVOID,-0.33234634577429206,AVOID,230.1,311.3,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
ATUL,CHEMICALS,AVOID,-0.3404388348788147,AVOID,1869.0,3262.1,threshold/judgment difference (<0.30 gap),OLD
YATHARTH,PHARMA,AVOID,-0.34585240536490297,AVOID,211.6,286.3,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
RALLIS,CHEMICALS,AVOID,-0.34865277712026993,AVOID,62.3,124.9,threshold/judgment difference (<0.30 gap),OLD
JUBLPHARMA,PHARMA,AVOID,-0.35456417457511175,AVOID,230.7,312.2,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
OBEROIRLTY,REALTY,AVOID,-0.3546512568067268,AVOID,511.0,816.3,threshold/judgment difference (<0.30 gap),OLD
SUPRAJIT,AUTO,AVOID,-0.35637527661312557,AVOID,118.9,189.9,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
SYNGENE,PHARMA,AVOID,-0.35682901287351954,AVOID,69.8,101.8,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
KINGFA,CHEMICALS,AVOID,-0.3575073124751981,AVOID,1225.9,1958.2,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
SMSPHARMA,IT_SERVICES,AVOID,-0.372078594601352,AVOID,122.6,165.8,threshold/judgment difference (<0.30 gap),OLD
CLEAN,CHEMICALS,AVOID,-0.3728881931989696,AVOID,210.1,335.6,threshold/judgment difference (<0.30 gap),OLD
SKFINDUS,MANUFACTURING,AVOID,-0.37681781418616384,AVOID,486.5,704.4,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
JSWINFRA,MANUFACTURING,AVOID,-0.38060225415194787,LOW CONF,54.3,112.7,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
TATACONSUM,CONSUMER,AVOID,-0.38178687147432583,AVOID,175.2,278.1,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),OLD
JSWENERGY,UTILITIES,,,AVOID,180,330,"independent 2026-08-01 (multi-agent, financials only): two genuinely independent legs (an earnings multiple against a cash-flow or balance-sheet anchor, never P/E x EV/EBITDA off the same year) plus TWO adversarial audit passes that re-pulled the statements. None of the three passes saw the engine's answer. UNION OF CONCERNS - dropped if ANY audit run flagged non-independence; band = envelope of both audit runs intersected with pass 1; both audits must supply a band. Audit-run overlap 73%. pass1 [180, 330], audits [[170, 315], [200, 370]]. band 180-330 vs price 545.7.",FRESH
ROLEXRINGS,MANUFACTURING,AVOID,-0.38502042649966883,AVOID,44.7,60.4,threshold/judgment difference (<0.30 gap),OLD
AARTIPHARM,IT_SERVICES,AVOID,-0.38518045312489835,AVOID,163.8,247.5,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
GLAND,PHARMA,AVOID,-0.3875175135098634,AVOID,740.7,1002.1,threshold/judgment difference (<0.30 gap),OLD
KSHINTL,MANUFACTURING,AVOID,-0.3953953478385989,AVOID,173.4,234.6,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),OLD
TECHNOE,CONSTRUCTION,AVOID,-0.39691297124282127,AVOID,233.0,372.2,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
AKUMS,IT_SERVICES,AVOID,-0.40277208754631916,AVOID,136.0,209.8,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
AARTIIND,CHEMICALS,AVOID,-0.41123495213721606,AVOID,79.3,134.1,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
SUNTECK,CONSTRUCTION,AVOID,-0.41340942224689314,AVOID,88.5,141.4,threshold/judgment difference (<0.30 gap),OLD
USHAMART,CAPITAL_GOODS,AVOID,-0.4157082816762352,AVOID,159.5,215.7,threshold/judgment difference (<0.30 gap),OLD
MEDANTA,PHARMA,,,AVOID,560,820,"independent 2026-08-01 (multi-agent, financials only): two genuinely independent legs (an earnings multiple against a cash-flow or balance-sheet anchor, never P/E x EV/EBITDA off the same year) plus TWO adversarial audit passes that re-pulled the statements. None of the three passes saw the engine's answer. UNION OF CONCERNS - dropped if ANY audit run flagged non-independence; band = envelope of both audit runs intersected with pass 1; both audits must supply a band. Audit-run overlap 88%. pass1 [560, 820], audits [[520, 850], [540, 800]]. band 560-820 vs price 1435.",FRESH
ADANIENT,METAL,AVOID,-0.4232936694641277,AVOID,435.7,696.0,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),OLD
CRAFTSMAN,AUTO,AVOID,-0.42450655674530907,AVOID,1345.3,2270.8,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
WABAG,UTILITIES,AVOID,-0.4256973200238207,LOW CONF,577.4,1199.3,threshold/judgment difference (<0.30 gap),OLD
MINDACORP,AUTO,AVOID,-0.4257157246307754,AVOID,110.0,208.4,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
SUBROS,CAPITAL_GOODS,AVOID,-0.43013264865964534,AVOID,232.5,314.5,threshold/judgment difference (<0.30 gap),OLD
BIKAJI,CONSUMER,AVOID,-0.4405067903014638,LOW CONF,129.9,269.7,threshold/judgment difference (<0.30 gap),OLD
DEEPINDS,ENERGY,AVOID,-0.4432168944660585,AVOID,124.7,206.4,threshold/judgment difference (<0.30 gap),OLD
FCL,CHEMICALS,AVOID,-0.4453621413398092,AVOID,8.8,14.0,threshold/judgment difference (<0.30 gap),OLD
SUNDRMFAST,MANUFACTURING,AVOID,-0.44547980223107064,LOW CONF,275.2,571.6,threshold/judgment difference (<0.30 gap),OLD
FRACTAL,IT_SERVICES,AVOID,-0.4462253217541903,AVOID,157.4,228.5,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
INDIGOPNTS,CHEMICALS,AVOID,-0.4473343515122842,AVOID,250.2,399.7,threshold/judgment difference (<0.30 gap),OLD
SPLPETRO,CHEMICALS,AVOID,-0.44879751103537785,AVOID,191.9,306.6,threshold/judgment difference (<0.30 gap),OLD
GREENPLY,MANUFACTURING,AVOID,-0.45027562401730503,AVOID,55.4,75.0,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),OLD
AIAENG,CAPITAL_GOODS,AVOID,-0.4503072035801359,LOW CONF,1053.5,2188.1,threshold/judgment difference (<0.30 gap),OLD
BASF,CHEMICALS,AVOID,-0.4507323494567467,AVOID,731.2,1363.7,threshold/judgment difference (<0.30 gap),OLD
TEGA,CAPITAL_GOODS,AVOID,-0.4529718944718119,LOW CONF,224.2,465.7,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
TATASTEEL,METAL,AVOID,-0.45395933711246267,AVOID,24.6,41.7,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),OLD
ENDURANCE,AUTO,AVOID,-0.4565779082128535,AVOID,590.9,943.9,threshold/judgment difference (<0.30 gap),OLD
ULTRACEMCO,CEMENT,AVOID,-0.458445492548071,AVOID,1685.1,2691.8,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
KAJARIACER,CONSUMER_DISC,AVOID,-0.4593977395952365,LOW CONF,359.2,746.1,threshold/judgment difference (<0.30 gap),OLD
KIRLOSBROS,CAPITAL_GOODS,AVOID,-0.46216412871332574,AVOID,482.4,652.6,threshold/judgment difference (<0.30 gap),OLD
CONCOR,MANUFACTURING,AVOID,-0.4642559158437171,AVOID,126.1,170.6,threshold/judgment difference (<0.30 gap),OLD
DEEPAKNTR,CHEMICALS,AVOID,-0.47110013270856704,AVOID,274.6,543.9,threshold/judgment difference (<0.30 gap),OLD
CENTURYPLY,MANUFACTURING,AVOID,-0.47297097608080807,AVOID,64.1,90.3,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
DMART,CONSUMER,,,AVOID,1100,1700,"independent 2026-08-01 (multi-agent, financials only): two genuinely independent legs (an earnings multiple against a cash-flow or balance-sheet anchor, never P/E x EV/EBITDA off the same year) plus TWO adversarial audit passes that re-pulled the statements. None of the three passes saw the engine's answer. UNION OF CONCERNS - dropped if ANY audit run flagged non-independence; band = envelope of both audit runs intersected with pass 1; both audits must supply a band. Audit-run overlap 74%. pass1 [1100, 2100], audits [[750, 1700], [600, 1400]]. band 1100-1700 vs price 3874.",FRESH
AFCONS,CONSTRUCTION,AVOID,-0.4736234288227072,AVOID,45.8,76.3,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),OLD
BLUESTARCO,CONSUMER_DISC,AVOID,-0.47511527931997843,LOW CONF,300.4,623.9,threshold/judgment difference (<0.30 gap),OLD
GOPAL,CONSUMER,AVOID,-0.4778548797121831,LOW CONF,73.2,152.0,threshold/judgment difference (<0.30 gap),OLD
KEI,CAPITAL_GOODS,,,AVOID,2150,3000,"independent 2026-08-01 (multi-agent, financials only): two genuinely independent legs (an earnings multiple against a cash-flow or balance-sheet anchor, never P/E x EV/EBITDA off the same year) plus TWO adversarial audit passes that re-pulled the statements. None of the three passes saw the engine's answer. UNION OF CONCERNS - dropped if ANY audit run flagged non-independence; band = envelope of both audit runs intersected with pass 1; both audits must supply a band. Audit-run overlap 92%. pass1 [2150, 3150], audits [[2050, 3000], [2000, 2900]]. band 2150-3000 vs price 4872.",FRESH
GRASIM,CEMENT,AVOID,-0.48630283002962693,AVOID,547.1,874.0,threshold/judgment difference (<0.30 gap),OLD
SFL,MANUFACTURING,AVOID,-0.49159216744556644,AVOID,106.2,143.6,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),OLD
ICICIGI,INSURANCE,AVOID,-0.49283659366424254,AVOID,835.6,1508.1,threshold/judgment difference (<0.30 gap),OLD
POLYMED,PHARMA,AVOID,-0.4961496038171503,LOW CONF,352.3,731.7,threshold/judgment difference (<0.30 gap),OLD
SENORES,IT_SERVICES,AVOID,-0.5022967330069728,AVOID,331.7,448.7,threshold/judgment difference (<0.30 gap),OLD
DALBHARAT,CEMENT,AVOID,-0.5027139542286991,AVOID,286.5,457.7,threshold/judgment difference (<0.30 gap),OLD
GUFICBIO,IT_SERVICES,AVOID,-0.5041832847264441,AVOID,62.9,87.3,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
GREENLAM,MANUFACTURING,AVOID,-0.505909765524652,AVOID,16.6,22.4,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),OLD
PRINCEPIPE,MANUFACTURING,AVOID,-0.5066737487075894,AVOID,48.9,71.2,threshold/judgment difference (<0.30 gap),OLD
KIMS,PHARMA,,,AVOID,410,560,"independent 2026-08-01 (multi-agent, financials only): two genuinely independent legs (an earnings multiple against a cash-flow or balance-sheet anchor, never P/E x EV/EBITDA off the same year) plus TWO adversarial audit passes that re-pulled the statements. None of the three passes saw the engine's answer. UNION OF CONCERNS - dropped if ANY audit run flagged non-independence; band = envelope of both audit runs intersected with pass 1; both audits must supply a band. Audit-run overlap 79%. pass1 [410, 580], audits [[390, 560], [360, 520]]. band 410-560 vs price 797.9.",FRESH
ANURAS,CHEMICALS,AVOID,-0.5146616783997144,AVOID,107.5,171.7,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
ACI,CHEMICALS,AVOID,-0.5216342164479008,AVOID,63.5,101.5,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
TVSSRICHAK,AUTO,AVOID,-0.5259984450482681,AVOID,660.2,1054.6,threshold/judgment difference (<0.30 gap),OLD
IFBIND,CONSUMER_DISC,AVOID,-0.5279843042462833,LOW CONF,310.7,645.3,threshold/judgment difference (<0.30 gap),OLD
ADANIENSOL,UTILITIES,,,AVOID,400,520,"independent 2026-08-01 (multi-agent, financials only): two genuinely independent legs (an earnings multiple against a cash-flow or balance-sheet anchor, never P/E x EV/EBITDA off the same year) plus TWO adversarial audit passes that re-pulled the statements. None of the three passes saw the engine's answer. UNION OF CONCERNS - dropped if ANY audit run flagged non-independence; band = envelope of both audit runs intersected with pass 1; both audits must supply a band. Audit-run overlap 88%. pass1 [400, 660], audits [[260, 470], [250, 520]]. band 400-520 vs price 1659.",FRESH
NEPHROPLUS,PHARMA,AVOID,-0.5330101490410964,AVOID,72.4,108.3,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
PRESTIGE,CAPITAL_GOODS,,,AVOID,700,1050,"independent 2026-08-01 (multi-agent, financials only): two genuinely independent legs (an earnings multiple against a cash-flow or balance-sheet anchor, never P/E x EV/EBITDA off the same year) plus TWO adversarial audit passes that re-pulled the statements. None of the three passes saw the engine's answer. UNION OF CONCERNS - dropped if ANY audit run flagged non-independence; band = envelope of both audit runs intersected with pass 1; both audits must supply a band. Audit-run overlap 59%. pass1 [700, 1050], audits [[620, 950], [750, 1100]]. band 700-1050 vs price 1673.",FRESH
BELRISE,AUTO,AVOID,-0.5467045154133293,AVOID,32.1,64.0,threshold/judgment difference (<0.30 gap),OLD
SETL,CAPITAL_GOODS,AVOID,-0.5548874557245672,AVOID,30.2,40.8,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
HONAUT,CAPITAL_GOODS,AVOID,-0.5558265527697362,AVOID,6308.5,10319.2,threshold/judgment difference (<0.30 gap),OLD
JTEKTINDIA,AUTO,AVOID,-0.5638385375543878,AVOID,20.0,31.9,threshold/judgment difference (<0.30 gap),OLD
TTKPRESTIG,MANUFACTURING,AVOID,-0.5672298437394548,AVOID,78.5,108.4,threshold/judgment difference (<0.30 gap),OLD
SHREECEM,CEMENT,AVOID,-0.5679538894742956,AVOID,2575.8,4114.7,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
ANANTRAJ,REALTY,AVOID,-0.5690230214796009,AVOID,91.4,152.0,threshold/judgment difference (<0.30 gap),OLD
NAUKRI,CONSUMER,AVOID,-0.5705151296240935,LOW CONF,,,uncomparable,OLD
MAXHEALTH,PHARMA,AVOID,-0.5712569614314965,LOW CONF,143.0,297.0,threshold/judgment difference (<0.30 gap),OLD
ASTRAL,CAPITAL_GOODS,AVOID,-0.5713914057843247,LOW CONF,267.3,555.1,threshold/judgment difference (<0.30 gap),OLD
UCOBANK,BANK,AVOID,-0.5717275858165086,AVOID,15.8,21.4,threshold/judgment difference (<0.30 gap),OLD
COCHINSHIP,CAPITAL_GOODS,AVOID,-0.572567760697393,AVOID,229.7,310.7,threshold/judgment difference (<0.30 gap),OLD
BOROLTD,MANUFACTURING,AVOID,-0.5734993544567751,AVOID,42.9,59.3,threshold/judgment difference (<0.30 gap),OLD
TVSSCS,MANUFACTURING,AVOID,-0.5822096512192232,AVOID,18.0,24.3,threshold/judgment difference (<0.30 gap),OLD
STAR,CAPITAL_GOODS,AVOID,-0.5881407926246006,LOW CONF,216.5,449.6,threshold/judgment difference (<0.30 gap),OLD
FOSECOIND,CHEMICALS,AVOID,-0.5893523538563533,AVOID,645.6,1131.5,threshold/judgment difference (<0.30 gap),OLD
UNIMECH,DEFENCE,AVOID,-0.5897245423822697,AVOID,96.9,134.6,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
FORTIS,PHARMA,AVOID,-0.5953409546093482,LOW CONF,123.5,256.4,threshold/judgment difference (<0.30 gap),OLD
VARROC,AUTO,AVOID,-0.6088255924340243,AVOID,54.6,112.9,threshold/judgment difference (<0.30 gap),OLD
MHRIL,MANUFACTURING,AVOID,-0.6113987300979109,AVOID,21.9,34.4,threshold/judgment difference (<0.30 gap),OLD
KRT,MANUFACTURING,AVOID,-0.6142278610324028,AVOID,4.9,8.4,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),OLD
ASAHIINDIA,AUTO,AVOID,-0.6149771939389224,AVOID,80.9,188.6,threshold/judgment difference (<0.30 gap),OLD
DLF,REALTY,AVOID,-0.6179408675762976,AVOID,87.6,139.9,threshold/judgment difference (<0.30 gap),OLD
AMBER,CONSUMER_DISC,AVOID,-0.6297626530197976,AVOID,479.7,649.0,threshold/judgment difference (<0.30 gap),OLD
STARHEALTH,INSURANCE,AVOID,-0.6428649963981496,AVOID,40.5,67.4,threshold/judgment difference (<0.30 gap),OLD
SGMART,UTILITIES,AVOID,-0.6434592486665858,AVOID,66.0,89.3,threshold/judgment difference (<0.30 gap),OLD
WELSPUNLIV,TEXTILES,AVOID,-0.6459166241114243,AVOID,14.2,25.1,threshold/judgment difference (<0.30 gap),OLD
CARBORUNIV,CAPITAL_GOODS,AVOID,-0.6475658776824285,AVOID,106.8,144.5,threshold/judgment difference (<0.30 gap),OLD
PGEL,CONSUMER_DISC,AVOID,-0.6492741876778698,LOW CONF,101.3,210.4,threshold/judgment difference (<0.30 gap),OLD
EMBASSY,REALTY,AVOID,-0.6601682896117645,BUY,333.6,837.0,engine-bearish: trough extrapolation + AVOID asymmetry (VAL-10),OLD
SHADOWFAX,LOGISTICS,AVOID,-0.6985211690229138,AVOID,13.6,18.4,threshold/judgment difference (<0.30 gap),OLD
TIINDIA,AUTO,AVOID,-0.7112564485457358,LOW CONF,206.7,518.6,threshold/judgment difference (<0.30 gap),OLD
SAILIFE,PHARMA,AVOID,-0.7261254439030111,LOW CONF,243.0,504.8,threshold/judgment difference (<0.30 gap),OLD
ANUP,CHEMICALS,AVOID,-0.7261422427523211,AVOID,107.5,171.7,threshold/judgment difference (<0.30 gap),OLD
ABDL,CONSUMER,AVOID,-0.7264299384431815,LOW CONF,157.5,327.1,threshold/judgment difference (<0.30 gap),OLD
DIVISLAB,PHARMA,AVOID,-0.7340558323319037,LOW CONF,1744.5,3623.3,threshold/judgment difference (<0.30 gap),OLD
PSB,BANK,AVOID,-0.7448785953639587,AVOID,14.2,19.2,engine-bearish: terminal-ROE cap forbids premium book multiples (VAL-02-fin),OLD
TATAPOWER,UTILITIES,AVOID,-0.7638810694548065,AVOID,152.3,316.4,engine-bearish: level bias (VAL-02 family),OLD
AVALON,MANUFACTURING,AVOID,-0.778265606745553,LOW CONF,179.5,353.9,threshold/judgment difference (<0.30 gap),OLD
DYNAMATECH,CAPITAL_GOODS,AVOID,-0.8225377988425767,LOW CONF,254.0,507.2,threshold/judgment difference (<0.30 gap),OLD
ZAGGLE,NBFC,AVOID,-0.8438833531516815,AVOID,75.4,102.0,threshold/judgment difference (<0.30 gap),OLD
VOLTAS,CONSUMER_DISC,AVOID,-0.8439277649564274,LOW CONF,157.9,315.5,threshold/judgment difference (<0.30 gap),OLD
BHEL,CAPITAL_GOODS,AVOID,-0.8487380885015354,LOW CONF,,,uncomparable,OLD
GODREJPROP,REALTY,AVOID,-0.8680264682857479,LOW CONF,113.3,284.4,threshold/judgment difference (<0.30 gap),OLD
ITI,TELECOM,AVOID,-0.8958248456856958,LOW CONF,33.1,68.7,threshold/judgment difference (<0.30 gap),OLD
GRWRHITECH,MANUFACTURING,AVOID,-0.9050723734124484,LOW CONF,592.5,1230.5,threshold/judgment difference (<0.30 gap),OLD
NYKAA,CONSUMER,AVOID,-0.906911162792176,LOW CONF,13.7,28.4,threshold/judgment difference (<0.30 gap),OLD
CERA,MANUFACTURING,AVOID,-0.9077176869099337,REDUCE,632.9,1314.6,engine-bearish: level bias (VAL-02 family),OLD
IBULLSLTD,MANUFACTURING,AVOID,-0.9166248825960897,LOW CONF,10.7,22.1,engine-bearish: level bias (VAL-02 family),OLD
MAHLIFE,CONSTRUCTION,AVOID,-0.9541010832761115,AVOID,86.1,151.6,threshold/judgment difference (<0.30 gap),OLD
ELLEN,CHEMICALS,AVOID,-0.966002411488631,AVOID,58.7,107.4,threshold/judgment difference (<0.30 gap),OLD
PTC,METAL,AVOID,-0.9726696376928364,BUY,398.0,635.7,engine-bearish: trough extrapolation + AVOID asymmetry (VAL-10),OLD
